"";"name";"name_url";"authors";"type";"description";"link_download_citations"
"2792";"Locus-specific microsatellite markers in common bean (Phaseolus vulgaris L.): isolation and characterization";"https://link.springer.com/article/10.1007/s10681-007-9577-1";"B. L’taief, R. Horres, R. Jungmann, C. Molina, B. Sifi, M. Lachaâl, P. Winter… in Euphytica (2008)";"Article";"
      This study aimed at the development of microsatellite markers for Phaseolus vulgaris L. by two techniques: hybridization-based detection, and transfer of microsatellite markers developed for chickpea to the commo...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-007-9577-1?format=refman&flavour=citation"
"2793";"Mixed linear model approaches in mapping QTLs with epistatic effects by a simulation study";"https://link.springer.com/article/10.1007/s10681-014-1329-4";"Jan Bocianowski, Kamila Nowosad in Euphytica (2015)";"Article";"
      Epistasis refers to the phenotypic effects of interactions between alleles of different loci. Statistical detection of such interactions remains to be the subject of presented studies. A method based on mixed ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-014-1329-4?format=refman&flavour=citation"
"2794";"Discovery of QTL for stay-green and heat-stress in barley (Hordeum vulgare) grown under simulated abiotic stress conditions";"https://link.springer.com/article/10.1007/s10681-015-1542-9";"Peter W. Gous, Lee Hickey, Jack T. Christopher, Jerome Franckowiak… in Euphytica (2016)";"Article";"
      This study maps genomic regions associated with terminal heat- and drought-stress tolerance in barley (Hordeum vulgare L.). One hundred lines were randomly sampled from a ND24260 × Flagship doubled haploid popula...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-015-1542-9?format=refman&flavour=citation"
"2795";"Agronomic diversity of naked barley (Hordeum vulgare L.): a potential resource for breeding new food barley for Europe";"https://link.springer.com/article/10.1007/s10681-011-0567-y";"Edward Dickin, Katherine Steele, Gareth Edwards-Jones, David Wright in Euphytica (2012)";"Article";"
      Naked (hulless) barley was neglected by plant breeders in Europe during the period of intensive crop improvement in the 20th Century, but it is now receiving renewed interest due to the potential health benefi...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0567-y?format=refman&flavour=citation"
"2796";"Genotype × environment interactions and simultaneous selection for high oil yield and stability in rainfed warm areas rapeseed (Brassica napus L.) from Iran";"https://link.springer.com/article/10.1007/s10681-011-0371-8";"Mehdi Jamshid Moghaddam, Sayyed Saeid Pourdad in Euphytica (2011)";"Article";"
      Partitioning of the genotypes by environment interaction (GEI) is important in order to determine the nature of the GEI. The objectives of this study were to assess the presence and nature of GEI for nine agro...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0371-8?format=refman&flavour=citation"
"2797";"QTL mapping of pearl millet rust resistance using an integrated DArT- and SSR-based linkage map";"https://link.springer.com/article/10.1007/s10681-016-1671-9";"Supriya Ambawat, Senapathy Senthilvel, Charles T. Hash… in Euphytica (2016)";"Article";"
      Rust, caused by the fungus Puccinia substriata var. indica, is one of the most important production constraints of pearl millet worldwide, leading to grain yield losses of up to 76 % as well as major losses in fo...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-016-1671-9?format=refman&flavour=citation"
"2798";"Phenotypic variations and heritability of bearded iris breeding";"https://link.springer.com/article/10.1007/s10681-017-2046-6";"Zhuping Fan, Yike Gao, Yanchao Guo, Rong Liu, Qixiang Zhang in Euphytica (2017)";"Article";"
      Bearded iris (Iris × hybrida Hort.) refers to the large population of iris hybrids, which is identified by thick, bushy ‘beards’ on each falls (lower petals) of the blossoms. However, the selection of iris is ext...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-017-2046-6?format=refman&flavour=citation"
"2799";"Soybean oil content QTL mapping and integrating with meta-analysis method for mining genes";"https://link.springer.com/article/10.1007/s10681-011-0386-1";"Zhao-ming Qi, Qiong Wu, Xue Han, Ya-nan Sun, Xiang-yu Du, Chun-yan Liu… in Euphytica (2011)";"Article";"
      Oil content of soybean was a valuable quantitative trait controlled by multiple genes. Eleven QTLs were detected by both CIM and MIM method with the population crossed between Charleston and Dong nong594 in re...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-011-0386-1?format=refman&flavour=citation"
"2800";"Genetic characterization of 218 elite CIMMYT maize inbred lines using RFLP markers";"https://link.springer.com/article/10.1007/s10681-005-0817-y";"M. L. Warburton, J. M. Ribaut, J. Franco, J. Crossa, P. Dubreuil, F. J. Betrán in Euphytica (2005)";"Article";"
      Characterization of genetic diversity among maize inbred lines can facilitate organization of germplasm and improve efficiency of breeding programs. A set of 218 phenotypically diverse inbred maize lines devel...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-005-0817-y?format=refman&flavour=citation"
"2801";"The Introduction of Transgenes to Control Blackheart in Pineapple (Ananas Comosus L.) cv. Smooth Cayenne by Microprojectile Bombardment";"https://link.springer.com/article/10.1007/s10681-006-9124-5";"H. L. Ko, P. R. Campbell, M. P. Jobin-Décor, K. L. Eccleston, M. W. Graham… in Euphytica (2006)";"Article";"
      A transformation technique for the introduction of transgenes to control blackheart by particle bombardment has been developed for pineapple cv. Smooth Cayenne. Leaf callus cultures capable of high frequency o...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9124-5?format=refman&flavour=citation"
"2802";"Genetic dissection of heading date and yield under Mediterranean dry climate in barley (Hordeum vulgare L.)";"https://link.springer.com/article/10.1007/s10681-016-1785-0";"Elahe Tavakol, Nader Elbadry, Alessandro Tondelli, Luigi Cattivelli… in Euphytica (2016)";"Article";"
      Understanding the genetics of drought tolerance is a major goal of plant breeders, especially in the Mediterranean region due to its sensitivity to drought and climate changes. Here we investigated genomic reg...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-016-1785-0?format=refman&flavour=citation"
"2803";"Predicting spring barley yield from variety-specific yield potential, disease resistance and straw length, and from environment-specific disease loads and weed pressure";"https://link.springer.com/article/10.1007/s10681-008-9714-5";"Hanne Østergård, Kristian Kristensen, Hans O. Pinnschmidt… in Euphytica (2008)";"Article";"
      For low-input crop production, well-characterised varieties increase the possibilities of managing diseases and weeds. This analysis aims at developing a framework for analyzing grain yield using external vari...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-008-9714-5?format=refman&flavour=citation"
"2804";"IMP-HRM: an automated pipeline for high throughput SNP marker resource development for molecular breeding in orphan crops";"https://link.springer.com/article/10.1007/s10681-014-1144-y";"Lacey-Anne Sanderson, Anoop Sindhu, Perumal Vijayan, Kirstin E. Bett in Euphytica (2014)";"Article";"
      Orphan crops have played a major role in daily diet, health nourishment, economy and livelihood of marginal farmers in under developed and developing world. For various reasons, the majority of these crops inc...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-014-1144-y?format=refman&flavour=citation"
"2805";"Farmer and formal breeding of sorghum (Sorghum bicolor (L.) Moench) and the implications for integrated plant breeding";"https://link.springer.com/article/10.1007/s10681-006-9191-7";"F. Mekbib in Euphytica (2006)";"Article";"
      Sorghum (Sorghum bicolor (L.) Moench) is the fifth most important cereal crop worldwide and it is the fourth most important crop in Ethiopia. The national average yield amounts 1302 kg/ha. In order to assess the ...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9191-7?format=refman&flavour=citation"
"2806";"Development of superior cassava cultivars in Ghana by farmers and scientists: The process adopted, outcomes and contributions and changed roles of different stakeholders";"https://link.springer.com/article/10.1007/s10681-006-9091-x";"J. A. Manu-Aduening, R. I. Lamboll, G. Ampong Mensah, J. N. Lamptey, E. Moses… in Euphytica (2006)";"Article";"
      A participatory breeding programme involving farmers in two Ghanaian communities and scientists from CRI (Ghana) and NRI (UK) to develop superior cassava cultivars is described. Initial situation analyses of t...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-006-9091-x?format=refman&flavour=citation"
"2807";"Morphological variation of starch granules in S1 cassava progenies";"https://link.springer.com/article/10.1007/s10681-018-2175-6";"Paulo Henrique Gomes Alves de Oliveira, Ana Claudia Oliveira Barbosa… in Euphytica (2018)";"Article";"
      The need to develop new cassava (Manihot esculenta Crantz) varieties with different starch characteristics has greatly motivated new research. The aim of this study was to evaluate morphological alterations in st...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-018-2175-6?format=refman&flavour=citation"
"2808";"The effect of different genome and cytoplasm on meiotic pairing in maize newly synthetic polyploids";"https://link.springer.com/article/10.1007/s10681-015-1552-7";"Mingjun Cheng, Mingmin Zheng, Shipeng Yang, Yang Li, Xingchun Dong, Jing Li… in Euphytica (2016)";"Article";"
      
      Allopolyploidization plays the special role in the evolution of many crops. Moreover, the evolution in early stage of some allopolyploidization events is predicted to be effected by nuclear-cytoplasmic intera...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-015-1552-7?format=refman&flavour=citation"
"2809";"Identification of QTLs for salt tolerance at germination and seedling stage of Sorghum bicolor L. Moench";"https://link.springer.com/article/10.1007/s10681-013-1019-7";"Hailian Wang, Guiling Chen, Huawen Zhang, Bin Liu, Yanbing Yang, Ling Qin… in Euphytica (2014)";"Article";"
      Salt stress is a major limitation for crop production in saline soil. For investigating genetic mechanism of salt tolerance at germination and seedling stage, and improving salt tolerance of sorghum, 181 recom...
    ";"https://citation-needed.springer.com/v2/references/10.1007/s10681-013-1019-7?format=refman&flavour=citation"
